nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor,rasio_pengeluaran_pendapatan,kepadatan_rumah,risk_score,stunting_risk_score,cluster,socio_segment,socio_segment_label,anomaly,anomaly_label
3201000000000845,Andi Hidayat,5,Jl. Contoh No.1,10,3,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,22,2,Ada,Tidak Ada,SMA,PNS,Cerai Hidup,1,3,2571154,3115728,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Mudah,TBC,Tidak,2025-01-08,0,0.8252177340255632,0.2272727272727272,0.465846667394134,0.465846667394134,0,1,Menengah,1,Normal
3201000000000846,Fitri Saputra,2,Jl. Contoh No.155,4,2,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,100,4,Tidak Ada,Ada,SD,PNS,Kawin,0,1,1988631,2727382,Tidak Ada,Tidak Ada,Tidak Ada,Ya,PKH,Ya,Sulit,TBC,Tidak,2025-04-03,0,0.7291354859715288,0.02,0.4298480701115659,0.4298480701115659,2,2,Rentan,1,Normal
3201000000000847,Fitri Saputra,7,Jl. Contoh No.86,5,4,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,22,1,Tidak Ada,Tidak Ada,SMA,Karyawan,Cerai Mati,1,4,795661,724497,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Mudah,Hipertensi,Tidak,2025-02-01,1,1.098225389477113,0.3181818181818182,0.4528789361454643,0.4528789361454643,1,2,Rentan,1,Normal
3201000000000848,Siti Saputra,5,Jl. Contoh No.196,4,4,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,87,1,Ada,Ada,DIPLOMA,Petani,Cerai Mati,0,0,2666918,4430359,Tidak Ada,Ada,Ada,Ya,BLT,Tidak,Sulit,Tidak Ada,Tidak,2025-06-28,0,0.6019643103414418,0.057471264367816,0.4304079150824917,0.4304079150824917,1,0,Mampu,1,Normal
3201000000000849,Dewi Hidayat,7,Jl. Contoh No.145,7,3,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,113,2,Tidak Ada,Ada,SD,Petani,Cerai Hidup,2,4,2029171,2843072,Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-08-08,0,0.7137248019044189,0.0619469026548672,0.4699058513874516,0.4699058513874516,2,2,Rentan,1,Normal
3201000000000850,Joko Saputra,7,Jl. Contoh No.40,5,5,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,Sumur,Non-PLN,Cemplung,Lubang Tanah,104,2,Ada,Tidak Ada,DIPLOMA,Karyawan,Cerai Mati,2,0,2502794,2315763,Tidak Ada,Ada,Ada,Tidak,BPNT,Ya,Sulit,Asma,Tidak,2025-08-02,1,1.0807643096465398,0.0673076923076923,0.4373547214273767,0.4373547214273767,1,1,Menengah,1,Normal
3201000000000851,Siti Saputra,8,Jl. Contoh No.59,6,4,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,23,4,Ada,Tidak Ada,SMA,PNS,Cerai Hidup,1,1,2786981,3564285,Tidak Ada,Ada,Ada,Tidak,BLT,Tidak,Sulit,Tidak Ada,Ya,2025-04-09,0,0.7819186737311972,0.3478260869565217,0.4897352705585733,0.4897352705585733,1,1,Menengah,1,Normal
3201000000000852,Tono Saputra,7,Jl. Contoh No.150,3,3,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,69,1,Ada,Ada,SD,Petani,Kawin,0,2,1280566,1330944,Tidak Ada,Ada,Tidak Ada,Ya,Tidak Ada,Ya,Tidak Ada,Diabetes,Tidak,2025-09-03,1,0.962148670417388,0.1014492753623188,0.4340965063700362,0.4340965063700362,2,1,Menengah,1,Normal
3201000000000853,Andi Wijaya,7,Jl. Contoh No.196,4,5,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Air Kemasan,PLN,Cemplung,Lubang Tanah,36,2,Ada,Ada,SD,Pedagang,Cerai Hidup,2,0,1464072,2437668,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Tidak,Tidak Ada,TBC,Ya,2025-03-05,0,0.6006035276337877,0.1944444444444444,0.4466576179010206,0.4466576179010206,1,2,Rentan,1,Normal
3201000000000854,Dewi Santoso,6,Jl. Contoh No.187,7,3,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Genteng,Air Kemasan,PLN,Leher Angsa,SPAL,44,4,Tidak Ada,Ada,DIPLOMA,Karyawan,Belum Kawin,1,4,1020727,1671965,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Sulit,Tidak Ada,Ya,2025-03-08,0,0.6104954350120966,0.1363636363636363,0.4198933176103555,0.4198933176103555,0,2,Rentan,1,Normal
3201000000000855,Agus Wijaya,7,Jl. Contoh No.103,8,1,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Genteng,PDAM,Non-PLN,Cemplung,SPAL,43,3,Ada,Tidak Ada,SMA,Pedagang,Cerai Hidup,2,4,2185464,2007305,Tidak Ada,Ada,Tidak Ada,Tidak,PKH,Ya,Mudah,Diabetes,Ya,2025-04-02,1,1.088755321189356,0.1627906976744186,0.4528789361454643,0.4528789361454643,0,1,Menengah,1,Normal
3201000000000856,Andi Santoso,4,Jl. Contoh No.144,8,4,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,PDAM,PLN,Cemplung,SPAL,119,4,Tidak Ada,Ada,SMP,Pedagang,Kawin,2,1,635279,703911,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Mudah,TBC,Ya,2025-07-13,1,0.9024990375203684,0.0336134453781512,0.527468716820004,0.527468716820004,0,2,Rentan,1,Normal
3201000000000857,Andi Hidayat,2,Jl. Contoh No.138,1,2,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,112,4,Ada,Tidak Ada,DIPLOMA,Karyawan,Cerai Hidup,1,0,1197483,1722674,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Mudah,TBC,Ya,2025-07-15,0,0.6951303612871617,0.0178571428571428,0.4298480701115659,0.4298480701115659,0,2,Rentan,1,Normal
3201000000000858,Ayu Saputra,7,Jl. Contoh No.119,7,1,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,PDAM,PLN,Leher Angsa,SPAL,23,1,Ada,Tidak Ada,DIPLOMA,Buruh,Kawin,2,4,4004674,4926719,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Ya,Mudah,Tidak Ada,Ya,2025-08-22,0,0.8128480637925565,0.3043478260869565,0.5007422694465378,0.5007422694465378,2,0,Mampu,1,Normal
3201000000000859,Dewi Saputra,4,Jl. Contoh No.196,5,5,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,PDAM,PLN,Leher Angsa,SPAL,98,4,Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,1,0,1782372,1940867,Tidak Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Sulit,Tidak Ada,Ya,2025-06-12,0,0.9183380417102254,0.0408163265306122,0.527468716820004,0.527468716820004,2,1,Menengah,1,Normal
3201000000000860,Ayu Santoso,2,Jl. Contoh No.132,2,5,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,42,2,Ada,Ada,SMP,PNS,Kawin,1,1,404144,663445,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,Hipertensi,Tidak,2025-03-27,1,0.6091597645622471,0.0476190476190476,0.4229277607605216,0.4229277607605216,1,1,Menengah,-1,Anomali
3201000000000861,Dewi Santoso,5,Jl. Contoh No.197,10,2,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Genteng,PDAM,Non-PLN,Leher Angsa,SPAL,74,4,Tidak Ada,Tidak Ada,SMA,Petani,Belum Kawin,0,0,3316472,4332726,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Sulit,Tidak Ada,Tidak,2025-07-09,0,0.7654469726449353,0.0675675675675675,0.484964665535916,0.484964665535916,2,0,Mampu,1,Normal
3201000000000862,Joko Hidayat,8,Jl. Contoh No.189,6,5,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,Air Kemasan,PLN,Cemplung,Lubang Tanah,58,2,Tidak Ada,Ada,SARJANA,Petani,Belum Kawin,1,0,713692,756923,Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Tidak Ada,Asma,Tidak,2025-02-24,1,0.9428858681794582,0.1379310344827586,0.4714747852639057,0.4714747852639057,1,2,Rentan,1,Normal
3201000000000863,Ayu Hidayat,3,Jl. Contoh No.179,4,2,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,101,3,Ada,Tidak Ada,SMA,Tidak Bekerja,Kawin,2,2,3326928,3267369,Tidak Ada,Tidak Ada,Ada,Tidak,BPNT,Tidak,Mudah,Tidak Ada,Ya,2025-02-11,1,1.0182284278267928,0.0297029702970297,0.4626025734898163,0.4626025734898163,1,2,Rentan,1,Normal
3201000000000864,Tono Wijaya,5,Jl. Contoh No.115,9,5,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,88,5,Ada,Ada,SD,Pedagang,Cerai Hidup,2,4,2712402,3178828,Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Mudah,Hipertensi,Ya,2025-06-23,0,0.853271079781605,0.0568181818181818,0.4390906768462124,0.4390906768462124,1,2,Rentan,1,Normal
3201000000000865,Agus Santoso,4,Jl. Contoh No.189,6,5,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,PDAM,PLN,Leher Angsa,SPAL,120,4,Ada,Ada,SMA,Pedagang,Cerai Mati,1,1,3194964,3557357,Tidak Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Mudah,Asma,Tidak,2025-09-19,0,0.8981285825403523,0.0333333333333333,0.4793543935224158,0.4793543935224158,0,2,Rentan,1,Normal
3201000000000866,Agus Wijaya,2,Jl. Contoh No.199,4,2,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Seng,PDAM,PLN,Leher Angsa,SPAL,54,4,Tidak Ada,Ada,SMP,Tidak Bekerja,Belum Kawin,0,3,1469914,1414607,Tidak Ada,Tidak Ada,Ada,Ya,BPNT,Tidak,Tidak Ada,Asma,Ya,2025-08-04,1,1.039097077845649,0.037037037037037,0.4185404692075398,0.4185404692075398,0,2,Rentan,1,Normal
3201000000000867,Dewi Wijaya,6,Jl. Contoh No.174,8,5,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,89,3,Ada,Tidak Ada,DIPLOMA,Tidak Bekerja,Belum Kawin,0,4,959024,908010,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Asma,Tidak,2025-05-11,1,1.0561822006365569,0.0674157303370786,0.4182446815714116,0.4182446815714116,0,1,Menengah,1,Normal
3201000000000868,Budi Saputra,5,Jl. Contoh No.149,3,4,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Asbes,PDAM,PLN,Cemplung,Lubang Tanah,65,5,Ada,Tidak Ada,SD,Tidak Bekerja,Cerai Hidup,0,2,2288040,3098009,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Diabetes,Tidak,2025-09-25,0,0.7385517601788761,0.0769230769230769,0.434252590040817,0.434252590040817,1,2,Rentan,1,Normal
3201000000000869,Andi Santoso,5,Jl. Contoh No.123,9,3,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Genteng,PDAM,PLN,Leher Angsa,Lubang Tanah,103,1,Tidak Ada,Tidak Ada,DIPLOMA,Petani,Belum Kawin,1,0,2640872,3267113,Ada,Tidak Ada,Ada,Tidak,BPNT,Ya,Mudah,Hipertensi,Tidak,2025-05-01,0,0.808319761208137,0.0485436893203883,0.4496228621156751,0.4496228621156751,1,2,Rentan,1,Normal
3201000000000870,Fitri Hidayat,3,Jl. Contoh No.142,6,1,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Genteng,Sumur,Non-PLN,Cemplung,SPAL,40,4,Ada,Tidak Ada,SMA,Petani,Cerai Hidup,2,3,3500272,3929264,Ada,Tidak Ada,Ada,Ya,BPNT,Ya,Mudah,Diabetes,Tidak,2025-08-03,0,0.8908212835788076,0.075,0.4976764561240538,0.4976764561240538,2,0,Mampu,1,Normal
3201000000000871,Budi Wijaya,7,Jl. Contoh No.92,6,3,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,34,4,Tidak Ada,Ada,SMP,PNS,Cerai Hidup,1,2,4311544,5636967,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Tidak Ada,Asma,Ya,2025-02-21,0,0.7648694767948793,0.2058823529411764,0.4391127711512789,0.4391127711512789,1,0,Mampu,1,Normal
3201000000000872,Ayu Santoso,5,Jl. Contoh No.189,7,1,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,69,3,Tidak Ada,Tidak Ada,SARJANA,Tidak Bekerja,Cerai Hidup,0,0,632940,619698,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Mudah,Hipertensi,Tidak,2025-04-23,1,1.0213684730304116,0.072463768115942,0.4458595272229022,0.4458595272229022,1,2,Rentan,-1,Anomali
3201000000000873,Rina Hidayat,8,Jl. Contoh No.56,4,2,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,Air Kemasan,PLN,Cemplung,Lubang Tanah,24,1,Ada,Ada,DIPLOMA,Karyawan,Cerai Mati,2,1,472103,555507,Tidak Ada,Ada,Ada,Ya,BPNT,Ya,Tidak Ada,TBC,Tidak,2025-06-22,1,0.8498596777358342,0.3333333333333333,0.5007422694465378,0.5007422694465378,1,1,Menengah,-1,Anomali
3201000000000874,Fitri Santoso,5,Jl. Contoh No.165,8,1,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Seng,Sumur,PLN,Leher Angsa,SPAL,46,5,Ada,Tidak Ada,SMA,Karyawan,Kawin,1,3,1138946,1373953,Tidak Ada,Ada,Ada,Tidak,BPNT,Ya,Tidak Ada,Hipertensi,Ya,2025-04-19,1,0.828955575627405,0.108695652173913,0.5061101951236433,0.5061101951236433,2,1,Menengah,1,Normal
3201000000000875,Fitri Wijaya,2,Jl. Contoh No.1,6,2,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Genteng,Sumur,Non-PLN,Leher Angsa,SPAL,91,2,Ada,Ada,DIPLOMA,PNS,Cerai Hidup,0,3,5669094,5348543,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Mudah,Asma,Ya,2025-01-13,1,1.0599323965423857,0.0219780219780219,0.3882651674597008,0.3882651674597008,0,0,Mampu,-1,Anomali
3201000000000876,Andi Santoso,2,Jl. Contoh No.43,7,5,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Asbes,PDAM,Non-PLN,Cemplung,Lubang Tanah,37,3,Tidak Ada,Tidak Ada,SD,Karyawan,Cerai Mati,2,0,1733901,1831938,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,Diabetes,Tidak,2025-04-15,0,0.946484542599149,0.054054054054054,0.4247152667596174,0.4247152667596174,1,2,Rentan,1,Normal
3201000000000877,Andi Hidayat,2,Jl. Contoh No.114,1,5,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,31,2,Tidak Ada,Ada,SARJANA,Pedagang,Belum Kawin,1,4,3759573,4436551,Ada,Ada,Ada,Tidak,PKH,Tidak,Sulit,Tidak Ada,Tidak,2025-01-01,0,0.8474089444706034,0.064516129032258,0.4603608705101548,0.4603608705101548,1,0,Mampu,1,Normal
3201000000000878,Andi Saputra,2,Jl. Contoh No.86,7,4,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Genteng,Sumur,Non-PLN,Cemplung,Lubang Tanah,80,5,Tidak Ada,Ada,SMP,PNS,Belum Kawin,0,1,2952450,4632996,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,TBC,Ya,2025-02-19,0,0.6372658210799232,0.025,0.4259756000119977,0.4259756000119977,1,0,Mampu,1,Normal
3201000000000879,Rina Santoso,7,Jl. Contoh No.31,8,1,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,41,1,Tidak Ada,Tidak Ada,SD,Tidak Bekerja,Kawin,1,2,3150199,5165445,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,TBC,Tidak,2025-08-23,0,0.6098601378971221,0.1707317073170731,0.4972563492929471,0.4972563492929471,1,0,Mampu,1,Normal
3201000000000880,Budi Hidayat,2,Jl. Contoh No.24,1,5,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,23,2,Ada,Tidak Ada,SD,Buruh,Cerai Hidup,2,2,2539839,3958487,Tidak Ada,Ada,Ada,Ya,PKH,Ya,Mudah,Hipertensi,Tidak,2025-06-20,0,0.6416186285315576,0.0869565217391304,0.4501606459325035,0.4501606459325035,1,1,Menengah,1,Normal
3201000000000881,Ayu Wijaya,8,Jl. Contoh No.154,7,3,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,39,4,Tidak Ada,Ada,SD,Pedagang,Kawin,1,2,4931783,5939359,Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Tidak Ada,Diabetes,Ya,2025-04-08,0,0.8303561040846327,0.2051282051282051,0.4391127711512789,0.4391127711512789,1,0,Mampu,-1,Anomali
3201000000000882,Tono Saputra,5,Jl. Contoh No.137,2,4,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,PDAM,PLN,Cemplung,Lubang Tanah,96,1,Tidak Ada,Tidak Ada,SARJANA,Tidak Bekerja,Cerai Mati,2,4,4203338,4225704,Ada,Tidak Ada,Tidak Ada,Ya,PKH,Ya,Sulit,Asma,Tidak,2025-03-10,0,0.994707154121538,0.0520833333333333,0.4209853866703196,0.4209853866703196,1,0,Mampu,1,Normal
3201000000000883,Ayu Santoso,6,Jl. Contoh No.159,10,5,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Asbes,PDAM,PLN,Cemplung,SPAL,76,5,Ada,Ada,SD,Petani,Kawin,2,4,3075666,4226292,Tidak Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Hipertensi,Ya,2025-02-08,0,0.7277457402375416,0.0789473684210526,0.4600056130919409,0.4600056130919409,2,0,Mampu,1,Normal
3201000000000884,Dewi Santoso,8,Jl. Contoh No.169,8,2,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Sumur,PLN,Leher Angsa,SPAL,104,4,Tidak Ada,Ada,SMA,Karyawan,Cerai Mati,2,1,1264899,1488047,Ada,Tidak Ada,Tidak Ada,Tidak,BPNT,Tidak,Tidak Ada,Tidak Ada,Ya,2025-02-28,1,0.8500396828863604,0.0769230769230769,0.4198561701552271,0.4198561701552271,0,2,Rentan,1,Normal
3201000000000885,Andi Hidayat,5,Jl. Contoh No.79,7,1,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,107,4,Ada,Ada,SMA,PNS,Kawin,1,1,2389782,2642322,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Tidak Ada,Hipertensi,Tidak,2025-08-28,0,0.9044249716726424,0.0467289719626168,0.527468716820004,0.527468716820004,1,2,Rentan,1,Normal
3201000000000886,Andi Saputra,5,Jl. Contoh No.85,5,3,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Asbes,PDAM,PLN,Leher Angsa,Lubang Tanah,20,1,Ada,Ada,DIPLOMA,Petani,Cerai Hidup,2,3,5972603,5446596,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Sulit,Hipertensi,Ya,2025-02-05,1,1.0965753656044988,0.25,0.4071207780070255,0.4071207780070255,1,0,Mampu,-1,Anomali
3201000000000887,Dewi Saputra,7,Jl. Contoh No.172,6,4,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Asbes,Air Kemasan,Non-PLN,Leher Angsa,SPAL,109,2,Ada,Tidak Ada,SD,Tidak Bekerja,Cerai Mati,1,4,2493716,2971333,Tidak Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Mudah,Hipertensi,Ya,2025-08-21,0,0.8392583396071729,0.0642201834862385,0.4267992322773881,0.4267992322773881,2,1,Menengah,1,Normal
3201000000000888,Rina Wijaya,8,Jl. Contoh No.167,8,1,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,65,4,Ada,Ada,SD,Buruh,Kawin,0,4,1616818,2581010,Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Sulit,Tidak Ada,Tidak,2025-05-12,0,0.6264284136830156,0.123076923076923,0.3898426474103714,0.3898426474103714,1,2,Rentan,1,Normal
3201000000000889,Tono Hidayat,7,Jl. Contoh No.76,2,5,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Seng,Air Kemasan,PLN,Cemplung,SPAL,29,2,Tidak Ada,Tidak Ada,SARJANA,Petani,Cerai Hidup,2,2,2619958,3660063,Tidak Ada,Tidak Ada,Ada,Ya,BLT,Tidak,Mudah,Diabetes,Ya,2025-01-08,0,0.7158231975788395,0.2413793103448276,0.4259344122205346,0.4259344122205346,2,2,Rentan,1,Normal
3201000000000890,Andi Saputra,2,Jl. Contoh No.188,3,2,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Genteng,PDAM,Non-PLN,Cemplung,Lubang Tanah,36,4,Tidak Ada,Tidak Ada,SMP,PNS,Cerai Hidup,0,3,1919417,1905610,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,Asma,Tidak,2025-08-18,1,1.007245448963849,0.0555555555555555,0.4603608705101548,0.4603608705101548,1,2,Rentan,1,Normal
3201000000000891,Budi Saputra,3,Jl. Contoh No.171,9,2,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Seng,PDAM,Non-PLN,Cemplung,SPAL,63,4,Ada,Ada,SMP,PNS,Cerai Mati,2,0,4525558,4171119,Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Tidak Ada,Asma,Tidak,2025-04-02,1,1.0849745595846103,0.0476190476190476,0.436345022870958,0.436345022870958,0,0,Mampu,1,Normal
3201000000000892,Agus Wijaya,6,Jl. Contoh No.89,8,1,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Asbes,Sumur,PLN,Cemplung,Lubang Tanah,63,3,Tidak Ada,Ada,SARJANA,PNS,Cerai Mati,2,0,2286647,2350748,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Sulit,Asma,Tidak,2025-05-13,0,0.9727316581785884,0.0952380952380952,0.4324057005956934,0.4324057005956934,1,1,Menengah,1,Normal
3201000000000893,Ayu Saputra,6,Jl. Contoh No.3,5,3,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,46,2,Ada,Ada,SMP,Pedagang,Cerai Hidup,1,4,3918722,4926193,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Mudah,Asma,Tidak,2025-06-19,0,0.7954869003305393,0.1304347826086956,0.4340865750549689,0.4340865750549689,0,0,Mampu,1,Normal
3201000000000894,Rina Saputra,2,Jl. Contoh No.163,9,5,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Genteng,Sumur,PLN,Leher Angsa,SPAL,93,5,Ada,Ada,SMP,Tidak Bekerja,Cerai Mati,0,3,2977087,4037860,Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Sulit,Asma,Ya,2025-01-18,0,0.7372932692069561,0.021505376344086,0.4612469935180435,0.4612469935180435,2,1,Menengah,1,Normal
