nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor
3201000000000760,Andi Saputra,7,Jl. Contoh No.74,01,02,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,58,3,Tidak Ada,Tidak Ada,SMP,PNS,Cerai Mati,0,1,5184069,5067350,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Mudah,Diabetes,Ya,2025-02-12,1
3201000000000761,Fitri Saputra,6,Jl. Contoh No.189,07,02,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Genteng,PDAM,Non-PLN,Cemplung,Lubang Tanah,88,5,Tidak Ada,Tidak Ada,SD,Buruh,Cerai Mati,2,4,3416805,4789587,Ada,Ada,Ada,Tidak,BPNT,Tidak,Tidak Ada,Asma,Ya,2025-07-24,0
3201000000000762,Agus Wijaya,8,Jl. Contoh No.181,10,01,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,Sumur,Non-PLN,Cemplung,SPAL,55,1,Ada,Tidak Ada,SD,PNS,Belum Kawin,2,0,3011430,3390004,Ada,Tidak Ada,Ada,Ya,BPNT,Tidak,Sulit,Tidak Ada,Ya,2025-01-03,0
3201000000000763,Tono Santoso,8,Jl. Contoh No.123,06,04,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,94,5,Tidak Ada,Ada,SMA,Buruh,Belum Kawin,0,3,5320132,5393821,Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Asma,Ya,2025-09-20,0
3201000000000764,Dewi Hidayat,5,Jl. Contoh No.63,02,04,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Seng,PDAM,Non-PLN,Cemplung,Lubang Tanah,42,4,Ada,Tidak Ada,Sarjana,Pedagang,Cerai Mati,0,3,2636613,4129486,Ada,Ada,Ada,Ya,Tidak Ada,Ya,Tidak Ada,Tidak Ada,Ya,2025-04-21,0
3201000000000765,Rina Hidayat,3,Jl. Contoh No.175,03,01,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Genteng,PDAM,PLN,Leher Angsa,SPAL,80,5,Tidak Ada,Tidak Ada,Sarjana,Petani,Kawin,1,4,930688,1144746,Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Sulit,Asma,Tidak,2025-09-08,1
3201000000000766,Fitri Santoso,3,Jl. Contoh No.124,05,02,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Genteng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,54,1,Ada,Tidak Ada,Sarjana,Petani,Cerai Hidup,1,3,2318571,2466457,Ada,Ada,Ada,Ya,Tidak Ada,Ya,Mudah,Asma,Tidak,2025-04-19,0
3201000000000767,Dewi Hidayat,4,Jl. Contoh No.60,02,03,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,86,3,Ada,Tidak Ada,SMA,Pedagang,Cerai Mati,0,2,1729794,2666005,Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Sulit,Tidak Ada,Tidak,2025-07-17,0
3201000000000768,Fitri Saputra,3,Jl. Contoh No.110,08,01,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Genteng,PDAM,PLN,Cemplung,SPAL,110,2,Tidak Ada,Ada,SMP,Tidak Bekerja,Belum Kawin,2,2,1578392,2229695,Ada,Ada,Ada,Tidak,BPNT,Ya,Tidak Ada,Hipertensi,Tidak,2025-06-10,0
3201000000000769,Joko Hidayat,4,Jl. Contoh No.44,05,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Seng,Sumur,PLN,Cemplung,SPAL,116,3,Ada,Tidak Ada,Diploma,PNS,Cerai Hidup,2,0,3292418,5065735,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Mudah,Asma,Tidak,2025-02-10,0
3201000000000770,Fitri Santoso,3,Jl. Contoh No.120,01,03,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Asbes,PDAM,PLN,Leher Angsa,SPAL,69,1,Ada,Ada,SMP,Pedagang,Cerai Mati,1,4,1924806,2114014,Tidak Ada,Ada,Ada,Ya,BPNT,Ya,Sulit,TBC,Tidak,2025-07-19,0
3201000000000771,Dewi Wijaya,6,Jl. Contoh No.99,02,05,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,Air Kemasan,PLN,Leher Angsa,SPAL,120,3,Ada,Tidak Ada,SMP,Pedagang,Kawin,1,3,1688688,1908287,Ada,Ada,Tidak Ada,Tidak,BPNT,Ya,Sulit,Asma,Ya,2025-04-09,0
3201000000000772,Andi Saputra,5,Jl. Contoh No.157,05,01,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Asbes,Sumur,Non-PLN,Leher Angsa,SPAL,69,5,Ada,Tidak Ada,SMA,Petani,Cerai Mati,1,1,2352078,3611561,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Sulit,Tidak Ada,Ya,2025-07-26,0
3201000000000773,Fitri Santoso,8,Jl. Contoh No.121,07,03,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Genteng,Air Kemasan,PLN,Leher Angsa,SPAL,117,5,Tidak Ada,Tidak Ada,SMP,Karyawan,Cerai Mati,0,2,2284180,3241054,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Asma,Tidak,2025-08-01,0
3201000000000774,Budi Saputra,6,Jl. Contoh No.14,02,03,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Bambu,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,33,3,Tidak Ada,Tidak Ada,SMA,PNS,Cerai Mati,2,2,4122112,4338426,Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Sulit,TBC,Tidak,2025-05-19,0
3201000000000775,Ayu Saputra,6,Jl. Contoh No.133,06,01,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,PDAM,Non-PLN,Cemplung,SPAL,82,3,Tidak Ada,Ada,SMP,Tidak Bekerja,Cerai Hidup,0,4,2730711,2883091,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,Diabetes,Ya,2025-03-11,0
3201000000000776,Rina Saputra,7,Jl. Contoh No.45,07,03,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Asbes,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,91,1,Tidak Ada,Ada,SMA,Karyawan,Cerai Hidup,0,0,3825135,5020765,Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Diabetes,Ya,2025-04-01,0
3201000000000777,Rina Saputra,4,Jl. Contoh No.135,07,04,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Asbes,PDAM,PLN,Leher Angsa,SPAL,115,4,Ada,Tidak Ada,SMA,Tidak Bekerja,Cerai Hidup,0,4,1829255,1736730,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Tidak Ada,Tidak Ada,Ya,2025-04-08,1
3201000000000778,Budi Saputra,3,Jl. Contoh No.32,08,03,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,PDAM,PLN,Cemplung,SPAL,69,2,Tidak Ada,Tidak Ada,Sarjana,Pedagang,Kawin,2,4,2601589,4037299,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Tidak Ada,Diabetes,Ya,2025-05-27,0
3201000000000779,Dewi Saputra,7,Jl. Contoh No.118,05,01,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Asbes,PDAM,Non-PLN,Cemplung,SPAL,53,2,Ada,Tidak Ada,Diploma,PNS,Cerai Hidup,0,2,4217742,5427746,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Sulit,TBC,Ya,2025-04-02,0
3201000000000780,Fitri Hidayat,7,Jl. Contoh No.9,07,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,63,2,Tidak Ada,Tidak Ada,SMA,Buruh,Cerai Hidup,0,1,5653939,5896808,Ada,Tidak Ada,Tidak Ada,Ya,PKH,Ya,Sulit,TBC,Ya,2025-02-03,0
3201000000000781,Ayu Saputra,2,Jl. Contoh No.21,10,05,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,PDAM,Non-PLN,Leher Angsa,SPAL,90,1,Tidak Ada,Ada,Diploma,Pedagang,Cerai Mati,1,0,2749553,3080880,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Ya,Tidak Ada,TBC,Tidak,2025-01-09,0
3201000000000782,Tono Wijaya,7,Jl. Contoh No.158,01,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Asbes,PDAM,Non-PLN,Leher Angsa,SPAL,55,2,Ada,Ada,SD,Tidak Bekerja,Belum Kawin,2,1,3606358,3854564,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Sulit,Hipertensi,Tidak,2025-03-05,0
3201000000000783,Dewi Santoso,6,Jl. Contoh No.100,07,01,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,Sumur,PLN,Leher Angsa,Lubang Tanah,78,5,Tidak Ada,Ada,SMA,PNS,Cerai Hidup,1,1,745917,959655,Ada,Ada,Tidak Ada,Tidak,BLT,Ya,Mudah,Hipertensi,Ya,2025-09-16,1
3201000000000784,Tono Saputra,4,Jl. Contoh No.128,08,03,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Genteng,PDAM,PLN,Leher Angsa,SPAL,38,3,Tidak Ada,Ada,SMA,PNS,Cerai Hidup,2,0,1032453,1188593,Tidak Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Tidak Ada,Asma,Tidak,2025-06-20,1
3201000000000785,Andi Saputra,4,Jl. Contoh No.93,09,01,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Seng,Sumur,PLN,Leher Angsa,SPAL,95,2,Tidak Ada,Ada,Sarjana,Tidak Bekerja,Kawin,2,0,1203682,1137334,Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Mudah,Asma,Ya,2025-05-06,1
3201000000000786,Dewi Santoso,8,Jl. Contoh No.151,02,02,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Genteng,PDAM,PLN,Cemplung,SPAL,31,3,Tidak Ada,Ada,SMP,Buruh,Kawin,1,2,4421924,5317017,Tidak Ada,Ada,Ada,Ya,BLT,Ya,Mudah,Hipertensi,Ya,2025-05-10,0
3201000000000787,Siti Santoso,6,Jl. Contoh No.190,07,03,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,PDAM,Non-PLN,Cemplung,Lubang Tanah,114,4,Ada,Tidak Ada,SMA,Pedagang,Kawin,2,1,3638033,4198965,Ada,Ada,Tidak Ada,Tidak,BLT,Ya,Mudah,TBC,Tidak,2025-02-20,0
3201000000000788,Tono Saputra,7,Jl. Contoh No.158,02,01,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,37,1,Tidak Ada,Ada,Diploma,Karyawan,Belum Kawin,0,0,4362694,4017771,Tidak Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,Tidak Ada,Ya,2025-05-16,1
3201000000000789,Dewi Wijaya,7,Jl. Contoh No.163,06,04,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Seng,PDAM,PLN,Leher Angsa,SPAL,38,1,Ada,Tidak Ada,SMA,Karyawan,Cerai Hidup,2,3,458402,593301,Ada,Tidak Ada,Ada,Tidak,PKH,Ya,Tidak Ada,Diabetes,Ya,2025-05-11,1
3201000000000790,Andi Santoso,7,Jl. Contoh No.38,09,04,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Asbes,Air Kemasan,PLN,Leher Angsa,SPAL,53,1,Tidak Ada,Tidak Ada,SMA,PNS,Cerai Hidup,1,3,3076376,3278161,Tidak Ada,Ada,Ada,Tidak,PKH,Tidak,Sulit,TBC,Tidak,2025-04-02,0
3201000000000791,Ayu Saputra,8,Jl. Contoh No.35,04,05,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,74,5,Ada,Ada,SMP,PNS,Kawin,1,1,2979636,3261772,Ada,Ada,Ada,Ya,BPNT,Tidak,Mudah,Diabetes,Tidak,2025-05-22,0
3201000000000792,Dewi Santoso,3,Jl. Contoh No.85,02,03,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Sumur,PLN,Cemplung,Lubang Tanah,29,5,Ada,Tidak Ada,Diploma,Karyawan,Kawin,1,1,4850502,5343732,Tidak Ada,Tidak Ada,Ada,Ya,BLT,Ya,Tidak Ada,TBC,Tidak,2025-04-21,0
3201000000000793,Tono Saputra,2,Jl. Contoh No.143,05,05,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,108,2,Ada,Tidak Ada,Sarjana,Tidak Bekerja,Belum Kawin,0,4,1561083,2354408,Ada,Ada,Ada,Ya,BPNT,Ya,Sulit,Hipertensi,Ya,2025-07-17,0
3201000000000794,Tono Saputra,5,Jl. Contoh No.164,08,05,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Asbes,PDAM,PLN,Cemplung,Lubang Tanah,113,3,Tidak Ada,Tidak Ada,SMA,Buruh,Kawin,0,2,4808514,4989397,Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Tidak Ada,Hipertensi,Tidak,2025-05-18,0
3201000000000795,Siti Hidayat,6,Jl. Contoh No.99,03,04,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Bambu,Seng,Air Kemasan,PLN,Cemplung,Lubang Tanah,52,3,Ada,Tidak Ada,Sarjana,PNS,Cerai Hidup,1,0,1332347,1229688,Tidak Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Asma,Tidak,2025-04-24,1
3201000000000796,Ayu Wijaya,2,Jl. Contoh No.29,07,02,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Asbes,Air Kemasan,Non-PLN,Leher Angsa,SPAL,55,2,Ada,Tidak Ada,Sarjana,Tidak Bekerja,Belum Kawin,1,4,5653262,5245641,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Sulit,Tidak Ada,Ya,2025-09-02,1
3201000000000797,Joko Santoso,2,Jl. Contoh No.86,04,04,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Seng,PDAM,Non-PLN,Cemplung,SPAL,64,3,Tidak Ada,Tidak Ada,Diploma,Petani,Cerai Hidup,0,4,1543951,2211118,Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,TBC,Ya,2025-08-05,0
3201000000000798,Joko Santoso,2,Jl. Contoh No.154,03,05,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Seng,Air Kemasan,PLN,Cemplung,SPAL,41,1,Tidak Ada,Tidak Ada,SMP,Karyawan,Belum Kawin,0,3,1778376,2229816,Tidak Ada,Tidak Ada,Tidak Ada,Ya,PKH,Ya,Sulit,Hipertensi,Tidak,2025-05-07,0
3201000000000799,Joko Hidayat,7,Jl. Contoh No.102,01,04,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Asbes,PDAM,PLN,Leher Angsa,SPAL,78,4,Tidak Ada,Tidak Ada,SD,Buruh,Cerai Hidup,1,0,4149638,4507175,Tidak Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Sulit,Asma,Ya,2025-09-25,0
3201000000000800,Rina Saputra,5,Jl. Contoh No.90,07,03,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Genteng,PDAM,Non-PLN,Cemplung,Lubang Tanah,103,2,Tidak Ada,Ada,Diploma,Karyawan,Cerai Mati,2,3,4428117,5284564,Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Ya,Tidak Ada,Diabetes,Ya,2025-08-13,0
3201000000000801,Ayu Saputra,5,Jl. Contoh No.32,01,01,Pasar Usang,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,PDAM,Non-PLN,Cemplung,SPAL,118,3,Tidak Ada,Ada,SD,Tidak Bekerja,Cerai Hidup,2,4,1116176,1444165,Tidak Ada,Ada,Ada,Tidak,BLT,Tidak,Tidak Ada,Diabetes,Tidak,2025-05-04,1
3201000000000802,Rina Hidayat,2,Jl. Contoh No.101,09,03,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Genteng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,38,5,Tidak Ada,Tidak Ada,SMA,Karyawan,Kawin,2,4,2557825,2767973,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Ya,Tidak Ada,TBC,Tidak,2025-01-05,0
3201000000000803,Dewi Wijaya,7,Jl. Contoh No.189,05,04,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Bambu,Asbes,Sumur,Non-PLN,Cemplung,Lubang Tanah,101,1,Tidak Ada,Tidak Ada,Sarjana,PNS,Belum Kawin,1,0,1709188,2122497,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Sulit,Diabetes,Tidak,2025-01-04,0
3201000000000804,Tono Santoso,2,Jl. Contoh No.20,08,03,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Seng,Sumur,PLN,Cemplung,SPAL,69,4,Tidak Ada,Ada,Diploma,Karyawan,Cerai Mati,2,4,1900640,2101917,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Mudah,Diabetes,Ya,2025-09-25,0
3201000000000805,Ayu Wijaya,8,Jl. Contoh No.110,08,02,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,27,4,Ada,Ada,Sarjana,Karyawan,Belum Kawin,1,0,3632258,3870578,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Mudah,Diabetes,Ya,2025-01-20,0
3201000000000806,Joko Wijaya,5,Jl. Contoh No.104,04,03,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,86,1,Ada,Ada,SD,PNS,Belum Kawin,1,3,1594212,1883856,Tidak Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,TBC,Ya,2025-08-26,0
3201000000000807,Andi Saputra,5,Jl. Contoh No.150,02,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Genteng,Sumur,PLN,Cemplung,SPAL,61,2,Tidak Ada,Ada,SD,Karyawan,Cerai Mati,2,4,1759744,1686907,Ada,Tidak Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Diabetes,Tidak,2025-06-23,1
3201000000000808,Ayu Hidayat,4,Jl. Contoh No.20,02,05,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Seng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,68,4,Ada,Ada,SMA,Buruh,Kawin,0,4,3437020,3643921,Ada,Ada,Tidak Ada,Tidak,BLT,Ya,Tidak Ada,Diabetes,Tidak,2025-02-09,0
3201000000000809,Siti Hidayat,7,Jl. Contoh No.134,04,02,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,41,5,Ada,Tidak Ada,SD,Buruh,Kawin,2,3,1160941,1890936,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Sulit,TBC,Tidak,2025-02-18,0
3201000000000810,Fitri Hidayat,2,Jl. Contoh No.124,07,04,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Asbes,Sumur,PLN,Cemplung,SPAL,25,3,Tidak Ada,Ada,SMA,Petani,Cerai Mati,2,1,2463121,3664320,Ada,Ada,Ada,Tidak,BLT,Tidak,Sulit,Diabetes,Tidak,2025-08-10,0
3201000000000811,Dewi Santoso,5,Jl. Contoh No.65,10,01,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,36,3,Ada,Tidak Ada,SD,Petani,Kawin,2,2,2391232,3866164,Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,TBC,Tidak,2025-03-04,0
3201000000000812,Tono Wijaya,8,Jl. Contoh No.88,03,04,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,55,5,Ada,Ada,Sarjana,Buruh,Belum Kawin,1,4,954847,1061908,Ada,Tidak Ada,Ada,Ya,PKH,Tidak,Sulit,TBC,Ya,2025-06-28,1
3201000000000813,Joko Saputra,6,Jl. Contoh No.56,06,01,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Kayu,Genteng,PDAM,PLN,Leher Angsa,SPAL,89,2,Ada,Ada,Sarjana,Pedagang,Cerai Hidup,2,4,2394037,3113037,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Ya,Sulit,TBC,Ya,2025-08-23,0
3201000000000814,Andi Saputra,2,Jl. Contoh No.147,05,01,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Asbes,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,52,5,Ada,Tidak Ada,SMP,Buruh,Cerai Mati,1,4,598036,773957,Tidak Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,TBC,Ya,2025-01-13,1
3201000000000815,Fitri Saputra,7,Jl. Contoh No.163,04,01,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Bambu,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,94,4,Tidak Ada,Tidak Ada,Diploma,Pedagang,Cerai Hidup,0,0,2364531,3101844,Tidak Ada,Tidak Ada,Ada,Tidak,Tidak Ada,Ya,Mudah,Asma,Ya,2025-06-13,0
3201000000000816,Budi Saputra,6,Jl. Contoh No.200,10,03,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Asbes,PDAM,PLN,Leher Angsa,SPAL,26,4,Tidak Ada,Tidak Ada,SMA,PNS,Cerai Hidup,1,2,1994656,2928586,Tidak Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Mudah,TBC,Ya,2025-05-17,0
3201000000000817,Fitri Santoso,6,Jl. Contoh No.130,05,04,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Asbes,Sumur,Non-PLN,Cemplung,SPAL,103,4,Ada,Ada,Sarjana,Buruh,Cerai Mati,2,3,692660,707442,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,Tidak Ada,Ya,2025-07-05,1
3201000000000818,Agus Saputra,2,Jl. Contoh No.172,02,01,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Genteng,Sumur,Non-PLN,Leher Angsa,SPAL,104,1,Tidak Ada,Ada,SMA,Buruh,Belum Kawin,0,1,3895095,4669158,Ada,Ada,Ada,Ya,BPNT,Tidak,Sulit,TBC,Ya,2025-07-27,0
3201000000000819,Joko Wijaya,7,Jl. Contoh No.1,07,05,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Genteng,PDAM,Non-PLN,Cemplung,Lubang Tanah,119,2,Tidak Ada,Ada,SMP,Karyawan,Cerai Hidup,0,3,5733141,5247941,Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Sulit,Asma,Tidak,2025-06-08,1
3201000000000820,Andi Santoso,4,Jl. Contoh No.43,06,03,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Genteng,PDAM,PLN,Cemplung,Lubang Tanah,117,3,Ada,Tidak Ada,SMA,Petani,Cerai Mati,2,3,4903716,5354129,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Ya,Tidak Ada,Asma,Ya,2025-03-04,0
3201000000000821,Siti Hidayat,6,Jl. Contoh No.103,07,02,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,86,4,Ada,Ada,SMA,Buruh,Cerai Hidup,2,2,2796056,4531026,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Sulit,Tidak Ada,Tidak,2025-01-08,0
